USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
GA	13099	00345041	Early County	1327626601	9702715	512.6	3.746	31.324191	-84.906723                                                                                                                      
GA	13101	00348092	Echols County	1088849470	809587	420.407	0.313	30.714008	-82.897376                                                                                                                    
GA	13103	00350219	Effingham County	1240134674	10579329	478.819	4.085	32.36168	-81.343372                                                                                                                
GA	13105	00347828	Elbert County	909338653	59876817	351.098	23.119	34.116413	-82.841909                                                                                                                  
GA	13107	00347508	Emanuel County	1762672232	24896323	680.572	9.613	32.5911	-82.299763                                                                                                                   
GA	13109	00345923	Evans County	473694908	10295112	182.895	3.975	32.153083	-81.890153                                                                                                                    
GA	13111	00351094	Fannin County	1002597261	13473582	387.105	5.202	34.866543	-84.317331                                                                                                                  
GA	13113	01687740	Fayette County	503436770	12808490	194.378	4.945	33.412717	-84.493941                                                                                                                  
GA	13115	00353665	Floyd County	1320434485	22384089	509.823	8.643	34.263692	-85.213685                                                                                                                   
GA	13117	01673358	Forsyth County	581585514	58452875	224.551	22.569	34.225143	-84.127408                                                                                                                 
GA	13119	00349324	Franklin County	677441264	12732865	261.562	4.916	34.375266	-83.227532                                                                                                                 
GA	13121	01694833	Fulton County	1364208323	19715145	526.724	7.612	33.790034	-84.468182                                                                                                                  
GA	13123	00351260	Gilmer County	1103886891	12283371	426.213	4.743	34.690506	-84.454624                                                                                                                  
GA	13125	00345642	Glascock County	372299245	1832723	143.746	0.708	33.227491	-82.606913                                                                                                                  
GA	13127	01671513	Glynn County	1086632090	429152790	419.551	165.697	31.21271	-81.49645                                                                                                                  
GA	13129	00356672	Gordon County	923182326	5729532	356.443	2.212	34.509667	-84.873862                                                                                                                    
GA	13131	00351261	Grady County	1177153102	14924993	454.501	5.763	30.875908	-84.24508                                                                                                                    
GA	13133	00348672	Greene County	1004043243	48038460	387.663	18.548	33.57674	-83.166613                                                                                                                  
GA	13135	01688166	Gwinnett County	1115308546	15958551	430.623	6.162	33.959146	-84.023087                                                                                                                
GA	13137	00351383	Habersham County	716980220	5802042	276.828	2.24	34.634392	-83.525875                                                                                                                  
GA	13139	01686953	Hall County	1017862667	94017443	392.999	36.3	34.317569	-83.8185                                                                                                                       
GA	13141	00348209	Hancock County	1220058037	17479744	471.067	6.749	33.26922	-83.000465                                                                                                                  
GA	13143	00350637	Haralson County	730804591	2616531	282.165	1.01	33.795165	-85.220063                                                                                                                   
GA	13145	00326700	Harris County	1201300628	23651059	463.825	9.132	32.731549	-84.912432                                                                                                                  
GA	13147	01687995	Hart County	601970613	63521436	232.422	24.526	34.348733	-82.96329                                                                                                                     
GA	13149	00347067	Heard County	766564615	13266481	295.972	5.122	33.291347	-85.137886                                                                                                                    
GA	13151	01671894	Henry County	825296435	20290464	318.649	7.834	33.452947	-84.154021                                                                                                                    
GA	13153	01671693	Houston County	973947729	9996585	376.043	3.86	32.458287	-83.662522                                                                                                                    
GA	13155	00352302	Irwin County	917795232	21756147	354.363	8.4	31.604306	-83.277037                                                                                                                      
GA	13157	00349570	Jackson County	879737593	8885451	339.669	3.431	34.130905	-83.562557                                                                                                                   
GA	13159	00346144	Jasper County	954167633	13100766	368.406	5.058	33.316981	-83.689151                                                                                                                   
GA	13161	01687999	Jeff Davis County	857073381	11603478	330.918	4.48	31.811615	-82.636825                                                                                                                
GA	13163	00345714	Jefferson County	1363760603	8070350	526.551	3.116	33.058176	-82.420004                                                                                                                
GA	13165	00342985	Jenkins County	899567385	13334498	347.325	5.148	32.794563	-81.971524                                                                                                                  
GA	13167	00346664	Johnson County	784815227	9256634	303.019	3.574	32.694584	-82.66397                                                                                                                    
GA	13169	00345367	Jones County	1020304148	3820256	393.942	1.475	33.021664	-83.562196                                                                                                                    
GA	13171	00326713	Lamar County	475264443	6044329	183.501	2.334	33.07444	-84.146689                                                                                                                      
GA	13173	00348102	Lanier County	509026287	8423356	196.536	3.252	31.038197	-83.063164                                                                                                                    
GA	13175	00346568	Laurens County	2090974815	28853699	807.33	11.14	32.39322	-82.926317                                                                                                                   
GA	13177	00343390	Lee County	921731012	15310683	355.882	5.911	31.818419	-84.146681                                                                                                                      
GA	13179	00357095	Liberty County	1337652378	222886509	516.47	86.057	31.807458	-81.457871                                                                                                                
GA	13181	01688000	Lincoln County	544884786	121513274	210.381	46.917	33.792151	-82.448299                                                                                                                
GA	13183	00326719	Long County	1037013527	8855056	400.393	3.419	31.749563	-81.74287                                                                                                                      
GA	13185	00326720	Lowndes County	1287636223	34747915	497.159	13.416	30.833145	-83.268995                                                                                                                
GA	13187	00357196	Lumpkin County	732817525	3278613	282.942	1.266	34.56814	-83.998925                                                                                                                    
GA	13189	00348794	McDuffie County	666848710	23114025	257.472	8.924	33.479623	-82.478733                                                                                                                 
GA	13191	00356886	McIntosh County	1117201951	369176400	431.354	142.54	31.488506	-81.372289                                                                                                              
GA	13193	00346957	Macon County	1037709939	13841916	400.662	5.344	32.362686	-84.051231                                                                                                                   
GA	13195	01688004	Madison County	731225616	8461936	282.328	3.267	34.128526	-83.203737                                                                                                                   
GA	13197	00344107	Marion County	947979449	3790127	366.017	1.463	32.359312	-84.528735                                                                                                                    
GA	13199	00346892	Meriwether County	1298162536	10832501	501.223	4.182	33.029267	-84.667058                                                                                                              
GA	13201	00344088	Miller County	731471786	3211332	282.423	1.24	31.162931	-84.730398                                                                                                                     
GA	13205	00343645	Mitchell County	1326483091	4314212	512.158	1.666	31.228997	-84.192038                                                                                                                 
GA	13207	00343073	Monroe County	1025872449	5643845	396.092	2.179	33.017435	-83.922938                                                                                                                   
GA	13209	00352276	Montgomery County	624563060	9191488	241.145	3.549	32.172108	-82.533349                                                                                                                
GA	13211	00346008	Morgan County	899770619	18692749	347.403	7.217	33.598696	-83.499435                                                                                                                   
GA	13213	01688005	Murray County	892235146	5719644	344.494	2.208	34.797097	-84.73799                                                                                                                     
GA	13215	00357428	Muscogee County	560678533	11737090	216.479	4.532	32.510197	-84.874946                                                                                                                 
GA	13217	01673547	Newton County	709140711	13978612	273.801	5.397	33.544041	-83.855184                                                                                                                   
GA	13219	00356774	Oconee County	477424988	5283000	184.335	2.04	33.834125	-83.437728                                                                                                                     
GA	13221	00351262	Oglethorpe County	1137166303	7707062	439.062	2.976	33.866806	-83.074081                                                                                                               
GA	13223	00349912	Paulding County	808928487	5212751	312.329	2.013	33.92103	-84.867169                                                                                                                   
GA	13225	00343153	Peach County	389234752	2678497	150.284	1.034	32.571324	-83.831978                                                                                                                     
GA	13227	01673011	Pickens County	601031022	1690669	232.059	0.653	34.456746	-84.490351                                                                                                                   
GA	13229	00349086	Pierce County	881760420	7200741	340.45	2.78	31.353998	-82.21037                                                                                                                       
GA	13231	00346482	Pike County	559660466	8595984	216.086	3.319	33.081224	-84.389848                                                                                                                      
GA	13233	00343585	Polk County	803758612	4681735	310.333	1.808	33.996015	-85.188338                                                                                                                      
GA	13235	00347593	Pulaski County	645583957	5046606	249.261	1.949	32.238803	-83.481845                                                                                                                   
GA	13237	00347246	Putnam County	892721781	41451859	344.682	16.005	33.32106	-83.37179                                                                                                                    
GA	13239	00350547	Quitman County	391703076	24158295	151.237	9.328	31.862938	-85.004798                                                                                                                  
GA	13241	00351489	Rabun County	958658531	17839291	370.14	6.888	34.883934	-83.40487                                                                                                                      
GA	13243	00352242	Randolph County	1109126228	6830041	428.236	2.637	31.762651	-84.752311                                                                                                                 
GA	13245	00358024	Richmond County	840016006	11014326	324.332	4.253	33.361486	-82.074998                                                                                                                 
GA	13247	00357592	Rockdale County	336228288	5902795	129.818	2.279	33.652081	-84.02637                                                                                                                   
GA	13249	00344129	Schley County	432291200	2369649	166.909	0.915	32.263444	-84.322708                                                                                                                    
GA	13251	00350204	Screven County	1672540367	26152057	645.771	10.097	32.744751	-81.617585                                                                                                                
GA	13253	00351263	Seminole County	615215134	49261828	237.536	19.02	30.93396	-84.867685                                                                                                                  
GA	13255	00353055	Spalding County	507620135	9374579	195.993	3.62	33.262348	-84.284905                                                                                                                   
GA	13257	00350028	Stephens County	463996899	13074870	179.15	5.048	34.552914	-83.290216                                                                                                                  
GA	13259	00347360	Stewart County	1188153055	12598484	458.748	4.864	32.073225	-84.834912                                                                                                                 
GA	13261	00343504	Sumter County	1250646284	25211441	482.877	9.734	32.042266	-84.204294                                                                                                                  
GA	13263	00326757	Talbot County	1013662781	8766848	391.377	3.385	32.704603	-84.530029                                                                                                                   
GA	13265	00347654	Taliaferro County	504031037	1915743	194.607	0.74	33.559319	-82.875272                                                                                                                 
GA	13267	00347445	Tattnall County	1245327267	19489654	480.824	7.525	32.043768	-82.059208                                                                                                                
GA	13269	00344156	Taylor County	975613091	7801539	376.686	3.012	32.554667	-84.251426                                                                                                                    
GA	13271	00356958	Telfair County	1132621096	17356399	437.307	6.701	31.913641	-82.931063                                                                                                                 
GA	13273	00352238	Terrell County	869559691	5087422	335.739	1.964	31.777191	-84.439446                                                                                                                   
GA	13275	00343835	Thomas County	1410566922	19671369	544.623	7.595	30.864619	-83.919815                                                                                                                  
GA	13277	00344090	Tift County	675699704	20460911	260.889	7.9	31.457003	-83.525931                                                                                                                       
GA	13279	00345220	Toombs County	942778662	18086323	364.009	6.983	32.117812	-82.330626                                                                                                                   
GA	13281	00351252	Towns County	431139631	13792631	166.464	5.325	34.902529	-83.732264                                                                                                                    
GA	13283	00347505	Treutlen County	516529390	7805618	199.433	3.014	32.409586	-82.570882                                                                                                                  
GA	13285	01673298	Troup County	1072274471	82761542	414.008	31.954	33.034482	-85.02836                                                                                                                   
GA	13287	00343238	Turner County	739222162	11823691	285.415	4.565	31.7248	-83.620319                                                                                                                     
GA	13289	00345456	Twiggs County	930478091	8740237	359.26	3.375	32.665847	-83.425879                                                                                                                     
GA	13291	00353193	Union County	834197337	18082752	322.085	6.982	34.833333	-83.989257                                                                                                                    
GA	13293	00346759	Upson County	837774874	10585407	323.467	4.087	32.881837	-84.292283                                                                                                                    
GA	13295	00354216	Walker County	1156145280	1672676	446.39	0.646	34.735802	-85.305456                                                                                                                    
GA	13297	00351264	Walton County	846447052	8248719	326.815	3.185	33.783887	-83.731829                                                                                                                    
GA	13299	00357722	Ware County	2328980907	22695018	899.225	8.763	31.050881	-82.421507                                                                                                                    
GA	13301	00347777	Warren County	736483608	6034478	284.358	2.33	33.419169	-82.688012                                                                                                                     
GA	13303	00348428	Washington County	1757341877	15131098	678.514	5.842	32.971843	-82.798112                                                                                                              
GA	13305	00350608	Wayne County	1662608486	17768247	641.937	6.86	31.547845	-81.912376                                                                                                                    
GA	13307	00352287	Webster County	542230981	2348162	209.357	0.907	32.046691	-84.553828                                                                                                                   
GA	13309	00351278	Wheeler County	765314383	12377032	295.49	4.779	32.105258	-82.733849                                                                                                                   
GA	13311	00326781	White County	623522401	3919460	240.743	1.513	34.643776	-83.743417                                                                                                                     
GA	13313	00353513	Whitfield County	752230670	1597015	290.438	0.617	34.801726	-84.968541                                                                                                                 
GA	13315	00345499	Wilcox County	978525378	11147628	377.811	4.304	31.96272	-83.438259                                                                                                                    
GA	13317	00351265	Wilkes County	1216001409	11896927	469.501	4.593	33.779031	-82.747921                                                                                                                  
GA	13319	00346824	Wilkinson County	1163459874	7084800	449.214	2.735	32.804266	-83.175512                                                                                                                
GA	13321	00343365	Worth County	1478137689	10471700	570.712	4.043	31.551773	-83.84996                                                                                                                    
HI	15001	00365280	Hawaii County	10433635363	2739472558	4028.449	1057.716	19.597764	-155.502443                                                                                                          
HI	15003	00365281	Honolulu County	1555472299	4055017343	600.571	1565.651	21.580023	-158.123406                                                                                                          
HI	15005	01702380	Kalawao County	31057603	105764468	11.991	40.836	21.218764	-156.97401                                                                                                                  
HI	15007	00365282	Kauai County	1605492324	1674244228	619.884	646.429	22.012038	-159.705965                                                                                                              
HI	15009	00365283	Maui County	3008348847	3203294214	1161.53	1236.799	20.855931	-156.60155                                                                                                               
ID	16001	00395066	Ada County	2724700350	22164062	1052.013	8.558	43.451477	-116.244376                                                                                                                   
ID	16003	00395067	Adams County	3529648933	17359846	1362.805	6.703	44.877004	-116.461624                                                                                                                 
ID	16005	00395091	Bannock County	2881339307	92073211	1112.491	35.55	42.692921	-112.228982                                                                                                               
ID	16007	00395090	Bear Lake County	2527123158	191364280	975.728	73.886	42.285892	-111.327517                                                                                                            
ID	16009	00395190	Benewah County	2012242918	18803193	776.931	7.26	47.218451	-116.633541                                                                                                                 
ID	16011	00400593	Bingham County	5422897822	68476532	2093.793	26.439	43.216357	-112.399206                                                                                                              
ID	16013	00395696	Blaine County	6831708301	44657946	2637.737	17.243	43.394192	-113.955371                                                                                                               
ID	16015	00395157	Boise County	4919826443	19104286	1899.556	7.376	43.987275	-115.71511                                                                                                                  
ID	16017	00395158	Bonner County	4489055950	478884838	1733.234	184.898	48.316796	-116.612364                                                                                                             
ID	16019	00395407	Bonneville County	4832872006	88855960	1865.982	34.307	43.395171	-111.621878                                                                                                           
ID	16021	00395159	Boundary County	3285863793	24278857	1268.679	9.374	48.773131	-116.524668                                                                                                              
ID	16023	00401703	Butte County	5792473996	5259978	2236.487	2.031	43.685101	-113.177631                                                                                                                  
ID	16025	00399408	Camas County	2782253889	11548054	1074.234	4.459	43.502552	-114.772135                                                                                                                 
ID	16027	00399406	Canyon County	1520445185	43124146	587.047	16.65	43.625796	-116.709058                                                                                                                 
ID	16029	00395406	Caribou County	4569240762	89216879	1764.194	34.447	42.786072	-111.544273                                                                                                              
ID	16031	00395698	Cassia County	6644897847	39158605	2565.61	15.119	42.282313	-113.626328                                                                                                                
ID	16033	00399755	Clark County	4566524478	2476453	1763.145	0.956	44.290218	-112.354613                                                                                                                  
ID	16035	00395697	Clearwater County	6364412866	79592493	2457.314	30.731	46.67257	-115.6535                                                                                                              
ID	16037	00399758	Custer County	12748378763	42527191	4922.177	16.42	44.273351	-114.252267                                                                                                               
ID	16039	00400252	Elmore County	7964417370	68330393	3075.079	26.383	43.394698	-115.471205                                                                                                               
ID	16041	00395585	Franklin County	1717211132	12153472	663.019	4.692	42.173609	-111.822965                                                                                                               
ID	16043	00395408	Fremont County	4827633123	83440650	1863.96	32.217	44.218091	-111.484429                                                                                                               
ID	16045	00395442	Gem County	1449796187	12491929	559.769	4.823	44.061473	-116.398784                                                                                                                    
ID	16047	00395441	Gooding County	1888932880	12472392	729.321	4.816	42.973185	-114.82142                                                                                                                 
ID	16049	00395699	Idaho County	21956620022	67533572	8477.499	26.075	45.849644	-115.467337                                                                                                               
ID	16051	00399751	Jefferson County	2832617272	31168374	1093.68	12.034	43.796965	-112.318588                                                                                                             
ID	16053	00395662	Jerome County	1547443957	13094559	597.471	5.056	42.691395	-114.262086                                                                                                                 
ID	16055	00395661	Kootenai County	3205833848	184447574	1237.779	71.216	47.675966	-116.695922                                                                                                            
ID	16057	00395613	Latah County	2786483015	2369979	1075.867	0.915	46.81892	-116.730974                                                                                                                   
ID	16059	00399754	Lemhi County	11819910390	14109812	4563.693	5.448	44.928506	-113.887042                                                                                                                
ID	16061	00395622	Lewis County	1240141959	2340247	478.822	0.904	46.236328	-116.42376                                                                                                                    
ID	16063	00395624	Lincoln County	3111517528	11588562	1201.364	4.474	42.986181	-114.153899                                                                                                               
ID	16065	00394803	Madison County	1215396310	10500895	469.267	4.054	43.788614	-111.656993                                                                                                                
ID	16067	00394807	Minidoka County	1960610400	13928520	756.996	5.378	42.857211	-113.63984                                                                                                                
ID	16069	00399394	Nez Perce County	2197139822	21252906	848.32	8.206	46.333791	-116.760909                                                                                                               
ID	16071	00399759	Oneida County	3105269253	3995237	1198.951	1.543	42.183895	-112.520449                                                                                                                 
ID	16073	00399760	Owyhee County	19860561638	74125617	7668.206	28.62	42.572851	-116.18969                                                                                                                
ID	16075	00394896	Payette County	1053846155	8875236	406.892	3.427	44.00243	-116.750238                                                                                                                  
ID	16077	00394951	Power County	3635892388	99205466	1403.826	38.303	42.694126	-112.844407                                                                                                                
ID	16079	01702379	Shoshone County	6830898569	13962455	2637.425	5.391	47.347694	-115.885092                                                                                                              
ID	16081	00399297	Teton County	1163139972	2868473	449.091	1.108	43.760994	-111.211765                                                                                                                   
ID	16083	00399334	Twin Falls County	4977200216	18076679	1921.708	6.979	42.352309	-114.665639                                                                                                            
ID	16085	00399756	Valley County	9492607317	177116417	3665.116	68.385	44.85596	-115.618061                                                                                                               
ID	16087	00399757	Washington County	3762870369	53228012	1452.852	20.551	44.448223	-116.797792                                                                                                           
IL	17001	00424202	Adams County	2214804481	41776031	855.141	16.13	39.986052	-91.194961                                                                                                                   
IL	17003	00424203	Alexander County	609667772	44539209	235.394	17.197	37.183658	-89.349516                                                                                                               
IL	17005	00424204	Bond County	985073265	6462629	380.339	2.495	38.885924	-89.436592                                                                                                                      
IL	17007	00424205	Boone County	727180620	3363818	280.766	1.299	42.318983	-88.824295                                                                                                                     
IL	17009	00424206	Brown County	791828628	4144346	305.727	1.6	39.962069	-90.750309                                                                                                                       
IL	17011	00424207	Bureau County	2250935503	11472955	869.091	4.43	41.401304	-89.528377                                                                                                                   
IL	17013	00424208	Calhoun County	657422422	77044161	253.832	29.747	39.164262	-90.666295                                                                                                                 
IL	17015	00424209	Carroll County	1153597403	55881824	445.406	21.576	42.0709	-89.924189                                                                                                                  
IL	17017	00424210	Cass County	973198204	20569928	375.754	7.942	39.969202	-90.245704                                                                                                                     
IL	17019	00424211	Champaign County	2579920046	6088510	996.113	2.351	40.138985	-88.196975                                                                                                                
IL	17021	00424212	Christian County	1837569692	16227345	709.49	6.265	39.545524	-89.279593                                                                                                                
IL	17023	00424213	Clark County	1298554908	8771353	501.375	3.387	39.332334	-87.791683                                                                                                                    
IL	17025	00424214	Clay County	1212815740	3271820	468.271	1.263	38.746819	-88.482325                                                                                                                     
IL	17027	00424215	Clinton County	1227502416	75634004	473.941	29.202	38.606295	-89.426228                                                                                                                
IL	17029	00424216	Coles County	1316447134	4621015	508.283	1.784	39.51368	-88.220782                                                                                                                     
IL	17031	01784766	Cook County	2447357982	1786325586	944.93	689.704	41.894294	-87.645455                                                                                                                 
IL	17033	00424218	Crawford County	1149031255	5744821	443.643	2.218	39.002787	-87.760619                                                                                                                 
IL	17035	00424219	Cumberland County	895989980	2538006	345.944	0.98	39.273121	-88.240619                                                                                                                 
IL	17037	00422190	DeKalb County	1635154165	8561738	631.337	3.306	41.894612	-88.768991                                                                                                                   
IL	17039	00426598	De Witt County	1029678329	19492326	397.561	7.526	40.181499	-88.901853                                                                                                                 
IL	17041	00424222	Douglas County	1079110176	1448702	416.647	0.559	39.766078	-88.222866                                                                                                                  
IL	17043	00422191	DuPage County	848891774	22352081	327.759	8.63	41.852058	-88.086039                                                                                                                    
IL	17045	00424224	Edgar County	1614400675	1565052	623.324	0.604	39.679037	-87.74711                                                                                                                     
IL	17047	00424225	Edwards County	576012469	781202	222.4	0.302	38.417095	-88.047941                                                                                                                      
IL	17049	00424226	Effingham County	1240007567	3172833	478.77	1.225	39.047945	-88.592849                                                                                                                 
IL	17051	00424227	Fayette County	1855567160	22931323	716.439	8.854	39.001125	-89.017923                                                                                                                 
IL	17053	00424228	Ford County	1257690128	1640595	485.597	0.633	40.596539	-88.224588                                                                                                                     
IL	17055	00424229	Franklin County	1059101590	58404682	408.921	22.55	37.991852	-88.926321                                                                                                                
IL	17057	00424230	Fulton County	2242134871	43972444	865.693	16.978	40.46524	-90.202269                                                                                                                  
IL	17059	00424231	Gallatin County	836540704	13265237	322.99	5.122	37.768677	-88.227964                                                                                                                  
IL	17061	00424232	Greene County	1406464906	8423898	543.039	3.252	39.355439	-90.387682                                                                                                                   
IL	17063	00424233	Grundy County	1082940535	32131734	418.126	12.406	41.29241	-88.401054                                                                                                                  
IL	17065	00424234	Hamilton County	1125731579	3172088	434.647	1.225	38.085227	-88.539009                                                                                                                 
IL	17067	00424235	Hancock County	2055798692	53563370	793.748	20.681	40.401318	-91.168801                                                                                                                
IL	17069	00424236	Hardin County	459435085	10641306	177.389	4.109	37.517852	-88.266148                                                                                                                   
IL	17071	00424237	Henderson County	981077355	42557372	378.796	16.431	40.814471	-90.941246                                                                                                               
IL	17073	00424238	Henry County	2131698418	6825690	823.053	2.635	41.350021	-90.130838                                                                                                                    
IL	17075	00424239	Iroquois County	2894039691	4241183	1117.395	1.638	40.748867	-87.833601                                                                                                                
IL	17077	00424240	Jackson County	1511439610	48312227	583.57	18.653	37.786096	-89.381212                                                                                                                 
IL	17079	00424241	Jasper County	1281043656	9334509	494.614	3.604	39.004874	-88.150763                                                                                                                   
IL	17081	00424242	Jefferson County	1479412106	32628685	571.204	12.598	38.30078	-88.92421                                                                                                                
IL	17083	00424243	Jersey County	957415147	20333975	369.66	7.851	39.080195	-90.361385                                                                                                                    
IL	17085	00424244	Jo Daviess County	1556385345	45789933	600.924	17.68	42.362391	-90.21147                                                                                                               
IL	17087	00424245	Johnson County	890268816	12819263	343.735	4.95	37.460709	-88.882131                                                                                                                   
IL	17089	00424246	Kane County	1345136016	12488621	519.36	4.822	41.939594	-88.42804                                                                                                                      
IL	17091	00424247	Kankakee County	1752114613	12445712	676.495	4.805	41.13951	-87.861117                                                                                                                 
IL	17093	00424248	Kendall County	829412768	5136525	320.238	1.983	41.58814	-88.430626                                                                                                                    
IL	17095	00424249	Knox County	1855427715	8837382	716.385	3.412	40.930945	-90.213792                                                                                                                     
IL	17097	01784796	Lake County	1149695575	2394258736	443.9	924.429	42.326441	-87.435976                                                                                                                  
IL	17099	00422247	LaSalle County	2940070811	33698037	1135.168	13.011	41.343341	-88.885931                                                                                                               
IL	17101	00424252	Lawrence County	963938131	5076516	372.179	1.96	38.718954	-87.730221                                                                                                                   
IL	17103	00424253	Lee County	1877189067	9732924	724.787	3.758	41.747447	-89.299362                                                                                                                      
IL	17105	00424254	Livingston County	2702983877	5975818	1043.628	2.307	40.894376	-88.552852                                                                                                              
IL	17107	00424255	Logan County	1600757857	2252736	618.056	0.87	40.129277	-89.365309                                                                                                                     
IL	17109	01784729	McDonough County	1526339596	2012552	589.323	0.777	40.455808	-90.678954                                                                                                                
IL	17111	01784815	McHenry County	1562786765	19872668	603.395	7.673	42.324298	-88.452245                                                                                                                 
IL	17113	01784833	McLean County	3064600918	7801224	1183.249	3.012	40.494559	-88.844539                                                                                                                  
IL	17115	00424256	Macon County	1503684109	13406663	580.576	5.176	39.860237	-88.961529                                                                                                                   
IL	17117	00424257	Macoupin County	2235091594	12250027	862.974	4.73	39.265914	-89.92633                                                                                                                  
IL	17119	00424258	Madison County	1853152211	63999231	715.506	24.71	38.82712	-89.900227                                                                                                                  
IL	17121	00424259	Marion County	1482865607	9234118	572.538	3.565	38.648236	-88.920362                                                                                                                   
IL	17123	00424260	Marshall County	1001843226	30364348	386.814	11.724	41.031119	-89.342371                                                                                                               
IL	17125	00424261	Mason County	1396914851	62748513	539.352	24.227	40.236993	-89.913575                                                                                                                  
IL	17127	01784730	Massac County	614453457	11901753	237.242	4.595	37.216119	-88.705658                                                                                                                   
